Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Category
203000.0,18446.0,51.0,7458.0,390.0,-8579.1,4
7286.2,6225.8,49.0,546.0,93.0,-1592.1,2
6867.9,7596.0,34.0,429.0,108.0,-2069.7,5
419000.0,23119.0,80.0,13142.0,505.0,-10674.0,0
25514.0,8366.9,35.0,1520.0,158.0,-3210.3,3
18475.0,10118.0,27.0,1070.0,196.0,-6086.4,0
112000.0,11253.0,57.0,4904.0,235.0,-2859.7,3
57336.0,13677.0,54.0,2405.0,287.0,-5957.1,0
9202.4,6959.1,19.0,554.0,137.0,-3203.2,3
53.573,2891.5,7.0,4.0,34.0,-267.97,1
4980.7,6878.6,69.0,345.0,108.0,-2163.3,2
77765.0,13422.0,27.0,3210.0,262.0,-5625.2,4
2207.0,3849.6,19.0,165.0,54.0,-1164.2,2
54138.0,11477.0,30.0,2681.0,254.0,-7099.9,0
52.983000000000004,2555.9,97.0,4.0,34.0,-554.23,4
272000.0,23551.0,85.0,8870.0,540.0,-12701.0,3
22088.0,9695.7,43.0,1314.0,175.0,-3920.0,5
14674.0,8507.0,45.0,811.0,150.0,-3018.8,0
17571.0,9216.5,33.0,932.0,183.0,-4273.2,1
53.757,2404.7,7.0,4.0,33.0,-355.99,2
62405.0,13891.0,208.0,2061.0,265.0,-5964.8,0
13866.0,8896.2,18.0,729.0,147.0,-2881.5,3
11162.0,8595.3,35.0,653.0,155.0,-3054.0,4
516000.0,23165.0,144.0,18067.0,540.0,-11615.0,4
9279.6,7485.2,25.0,555.0,138.0,-3097.2,3
4117.8,5722.6,125.0,318.0,88.0,-1567.9,2
2185.5,3976.6,20.0,165.0,54.0,-1091.5,2
9900.7,7654.6,14.0,620.0,122.0,-2457.9,4
4045.9,7040.0,69.0,248.0,101.0,-2243.5,4
38360.0,10627.0,40.0,1996.0,196.0,-3827.4,4
101000.0,12821.0,24.0,4821.0,308.0,-4643.3,0
27822.0,8982.9,95.0,1522.0,155.0,-2828.0,4
193000.0,16070.0,54.0,7459.0,391.0,-9540.0,4
9377.6,7381.2,15.0,554.0,139.0,-3082.3,2
25078.0,9002.0,33.0,1518.0,158.0,-3126.2,3
64963.0,11106.0,45.0,3292.0,238.0,-6136.0,0
17285.0,7830.3,10.0,851.0,133.0,-4920.7,0
74724.0,11610.0,42.0,3218.0,263.0,-5268.2,5
53640.0,13739.0,42.0,2187.0,214.0,-4378.3,3
167000.0,18752.0,87.0,5435.0,409.0,-6081.8,0
115000.0,15601.0,53.0,4425.0,270.0,-4970.9,3
79651.0,12850.0,61.0,3539.0,273.0,-5740.2,3
29464.0,8673.1,31.0,1632.0,182.0,-4006.6,0
412000.0,21785.0,68.0,14125.0,474.0,-9220.3,3
25341.0,8594.1,28.0,1520.0,156.0,-3161.9,2
7680.7,5756.2,71.0,457.0,103.0,-1754.1,2
379000.0,20782.0,72.0,13465.0,464.0,-10141.0,0
30878.0,9458.5,118.0,1746.0,172.0,-3141.3,5
5782.7,7817.0,7.0,346.0,120.0,-2414.4,0
30859.0,10257.0,100.0,1746.0,172.0,-3033.3,4
4366.2,5254.9,16.0,293.0,89.0,-1079.1,2
12920.0,7879.1,16.0,805.0,132.0,-2642.1,4
47328.0,8963.5,29.0,2677.0,215.0,-4051.9,3
1409.4,3366.7,32.0,99.0,40.0,-661.5,3
12438.0,7717.4,10.0,766.0,106.0,-1702.6,3
13300.0,6785.2,20.0,805.0,97.0,-1552.2,3
12093.0,6554.0,8.0,764.0,105.0,-1786.4,2
52.598,2419.5,7.0,6.0,34.0,-473.94,1
85337.0,17122.0,58.0,2124.0,241.0,-7586.8,0
13585.0,6799.3,23.0,803.0,96.0,-1466.8,3
62151.0,12768.0,214.0,2759.0,273.0,-6806.3,0
39519.0,11173.0,69.0,2117.0,192.0,-3839.0,4
79279.0,14396.0,66.0,3465.0,320.0,-7271.6,5
10979.0,5899.3,33.0,765.0,103.0,-1791.3,4
66690.0,11572.0,47.0,3133.0,258.0,-5683.3,0
55358.0,11740.0,163.0,2328.0,231.0,-7531.2,0
50977.0,12589.0,36.0,2464.0,234.0,-5180.8,2
280000.0,25937.0,85.0,8869.0,539.0,-11501.0,3
76002.0,13587.0,43.0,3217.0,264.0,-4759.9,3
38168.0,9449.4,43.0,2054.0,179.0,-3669.1,5
30368.0,9378.0,120.0,1747.0,171.0,-3296.2,5
52232.0,9185.6,29.0,2599.0,189.0,-4208.3,4
21410.0,9188.7,72.0,1156.0,144.0,-2871.1,4
25976.0,11135.0,24.0,1467.0,196.0,-4762.8,0
109000.0,14688.0,28.0,4348.0,339.0,-7495.1,0
6914.7,6701.6,50.0,426.0,96.0,-1628.7,5
515000.0,23113.0,144.0,18067.0,540.0,-10361.0,4
36296.0,9943.6,44.0,1996.0,197.0,-3819.5,5
13735.0,9064.5,31.0,765.0,172.0,-4577.7,0
78527.0,12259.0,46.0,3539.0,271.0,-5460.8,3
100000.0,13457.0,67.0,4248.0,309.0,-7684.5,0
51208.0,8987.2,34.0,2598.0,187.0,-3609.3,2
49601.0,13656.0,37.0,2189.0,215.0,-4619.9,3
4302.7,5091.0,17.0,291.0,88.0,-1401.3,2
4112.3,5056.2,47.0,292.0,80.0,-2146.8,0
1448.6,3831.7,38.0,132.0,53.0,-971.84,2
7209.0,5796.7,52.0,544.0,94.0,-1661.0,4
39135.0,9846.3,46.0,2055.0,179.0,-3652.8,5
280000.0,23498.0,78.0,9276.0,469.0,-9722.2,5
13839.0,8993.3,25.0,730.0,147.0,-2983.5,5
3279.3,5292.1,45.0,248.0,71.0,-1108.3,4
153000.0,17736.0,113.0,5856.0,451.0,-11259.0,0
357000.0,20309.0,50.0,12358.0,511.0,-16380.0,0
69109.0,11329.0,141.0,3373.0,248.0,-5183.3,1
3830.9,6399.9,67.0,250.0,102.0,-2465.1,4
48761.0,14897.0,56.0,2196.0,297.0,-6472.3,5
5822.4,6286.4,7.0,398.0,94.0,-2152.8,0
138000.0,16291.0,242.0,5635.0,336.0,-8736.6,0
76926.0,13474.0,178.0,2907.0,284.0,-8610.3,0
11718.0,9238.4,38.0,655.0,157.0,-3000.4,4
38119.0,10545.0,98.0,1751.0,204.0,-4221.1,2
89249.0,13247.0,52.0,3888.0,268.0,-7660.9,0
89120.0,16460.0,180.0,3720.0,339.0,-7368.0,0
4212.1,5151.0,15.0,317.0,80.0,-857.68,2
51313.0,10351.0,17.0,2598.0,187.0,-2641.4,4
1400.1,3489.5,21.0,100.0,39.0,-586.57,4
10628.0,8767.8,87.0,588.0,139.0,-2712.3,4
10270.0,6399.2,15.0,688.0,109.0,-3501.6,3
17471.0,9081.2,82.0,844.0,143.0,-2743.5,4
148000.0,14939.0,58.0,5849.0,329.0,-8752.8,0
11859.0,6702.6,8.0,766.0,106.0,-1882.1,2
288000.0,25811.0,109.0,8349.0,538.0,-10100.0,4
194000.0,17177.0,51.0,7459.0,391.0,-8540.8,4
2962.4,5154.5,35.0,205.0,78.0,-1310.1,5
267000.0,17906.0,91.0,9410.0,479.0,-8833.8,0
57.906000000000006,2240.5,11.0,5.0,32.0,-733.11,4
10373.0,6803.6,14.0,689.0,108.0,-2748.8,3
39261.0,9666.1,21.0,1884.0,197.0,-2220.4,3
58225.0,12565.0,61.0,2823.0,223.0,-2687.8,4
4093.7,7090.3,71.0,248.0,101.0,-2258.9,4
152000.0,20712.0,74.0,5537.0,449.0,-7201.0,2
222000.0,18004.0,48.0,8337.0,434.0,-8469.4,0
16405.0,9464.7,81.0,974.0,171.0,-2980.3,4
71082.0,10507.0,32.0,3455.0,246.0,-7433.2,0
173000.0,13867.0,67.0,6738.0,349.0,-6333.5,0
75219.0,11867.0,25.0,3631.0,250.0,-4350.9,3
9009.8,6610.4,15.0,587.0,114.0,-2173.5,0
53312.0,10828.0,118.0,2390.0,234.0,-5463.5,0
161000.0,18159.0,88.0,6289.0,388.0,-8831.8,3
30807.0,9505.3,102.0,1748.0,172.0,-3167.7,5
4794.1,5628.6,19.0,344.0,84.0,-1391.7,1
74198.0,12833.0,23.0,3629.0,248.0,-4449.3,2
19830.0,7525.2,14.0,972.0,119.0,-3069.2,4
515000.0,21931.0,135.0,18066.0,540.0,-11794.0,4
10755.0,7596.1,37.0,653.0,155.0,-3492.8,3
451000.0,23804.0,47.0,15506.0,483.0,-10799.0,5
411000.0,22605.0,67.0,14126.0,473.0,-8278.4,4
14087.0,9204.7,10.0,730.0,149.0,-2967.7,5
78885.0,12456.0,44.0,3538.0,273.0,-7150.7,3
4637.9,6118.5,14.0,291.0,89.0,-904.41,5
38022.0,9145.8,40.0,2053.0,180.0,-3831.2,5
12302.0,8378.0,81.0,694.0,129.0,-2538.5,4
34969.0,10060.0,97.0,1923.0,177.0,-3735.0,5
9478.2,7490.6,95.0,490.0,129.0,-3141.9,0
36444.0,11128.0,103.0,1810.0,196.0,-5758.9,0
132000.0,13116.0,49.0,5320.0,310.0,-6448.0,0
33414.0,10624.0,133.0,1523.0,162.0,-4174.8,0
68493.0,10520.0,150.0,3373.0,246.0,-5548.5,1
15566.0,8558.4,84.0,809.0,148.0,-3817.8,0
24500.0,9503.7,30.0,1252.0,153.0,-2734.5,4
13701.0,9142.7,24.0,728.0,148.0,-2864.0,4
3229.0,4883.8,11.0,225.0,73.0,-1697.3,0
41962.0,13397.0,49.0,1580.0,234.0,-2689.8,4
48054.0,12964.0,48.0,2324.0,289.0,-6738.7,0
57.826,2435.0,91.0,6.0,33.0,-193.45,3
268000.0,24019.0,90.0,8870.0,539.0,-12400.0,4
93905.0,12898.0,64.0,3886.0,255.0,-6348.3,4
14057.0,6797.4,13.0,805.0,96.0,-1529.1,4
2886.8,6280.6,4.0,166.0,110.0,-2615.8,0
4738.8,5566.0,21.0,342.0,84.0,-1750.1,1
75789.0,13878.0,34.0,3630.0,250.0,-3748.5,3
202000.0,18300.0,54.0,7458.0,390.0,-8831.1,3
36874.0,9687.1,111.0,1752.0,204.0,-4147.0,3
10043.0,9817.0,36.0,587.0,154.0,-1610.5,3
19942.0,8452.9,78.0,1162.0,163.0,-3571.8,2
102000.0,12400.0,58.0,4618.0,323.0,-4869.8,4
73999.0,12350.0,29.0,3631.0,248.0,-4710.9,2
59291.0,14742.0,39.0,2187.0,215.0,-5030.0,3
51.062,2564.0,6.0,5.0,34.0,-311.46,1
73561.0,12841.0,67.0,3380.0,295.0,-7305.5,0
26438.0,8716.2,42.0,1364.0,156.0,-2260.0,4
209000.0,14793.0,47.0,8073.0,343.0,-8057.8,0
194000.0,15792.0,66.0,7460.0,389.0,-9758.7,4
11164.0,8262.4,24.0,653.0,155.0,-3258.8,4
7339.7,5856.9,43.0,544.0,93.0,-1646.6,4
17089.0,9592.3,70.0,972.0,171.0,-3919.3,4
26628.0,8973.2,39.0,1363.0,156.0,-2493.0,3
71411.0,12453.0,29.0,3211.0,263.0,-5628.1,5
4880.6,7887.5,24.0,271.0,132.0,-2552.1,5
34618.0,11796.0,22.0,1580.0,235.0,-2859.6,2
13976.0,7712.5,96.0,810.0,120.0,-1992.4,4
4070.2,7038.6,71.0,250.0,102.0,-2349.6,4
34082.0,10426.0,89.0,1923.0,177.0,-3332.1,4
25863.0,9333.6,34.0,1468.0,199.0,-5669.3,0
12089.0,6739.5,8.0,764.0,104.0,-1830.7,2
4801.5,5780.3,22.0,343.0,86.0,-1459.5,1
8932.4,5853.1,13.0,651.0,116.0,-1915.3,0
12235.0,8693.8,97.0,619.0,137.0,-2717.5,3
14098.0,7472.8,96.0,810.0,119.0,-2358.5,3
37416.0,11830.0,33.0,1938.0,230.0,-3078.6,0
30417.0,9407.0,121.0,1746.0,171.0,-3262.8,4
404000.0,24739.0,134.0,11432.0,524.0,-10598.0,0
26074.0,8453.7,26.0,1365.0,155.0,-2478.8,3
137000.0,17311.0,70.0,5538.0,448.0,-7600.2,2
6535.1,7074.6,34.0,428.0,96.0,-1666.9,5
38584.0,13088.0,22.0,1518.0,198.0,-4539.3,0
116000.0,12854.0,45.0,4905.0,235.0,-1971.4,2
10458.0,10144.0,36.0,586.0,154.0,-2180.1,2
101000.0,12873.0,32.0,4057.0,235.0,-5999.7,0
502000.0,19615.0,277.0,16574.0,505.0,-12113.0,0
516000.0,22073.0,138.0,18067.0,540.0,-11828.0,4
1346.4,3783.1,27.0,100.0,40.0,-604.65,3
61321.0,11525.0,79.0,2670.0,203.0,-4702.1,0
78714.0,12062.0,37.0,3538.0,271.0,-6420.0,3
516000.0,22254.0,137.0,18067.0,541.0,-11547.0,4
55544.0,10778.0,41.0,2466.0,245.0,-7222.6,0
30565.0,11438.0,15.0,1360.0,219.0,-4603.9,0
4261.9,4965.7,10.0,316.0,78.0,-1448.6,2
83594.0,10961.0,24.0,3449.0,219.0,-2168.9,3
73526.0,12151.0,21.0,3629.0,249.0,-4728.7,1
175000.0,16085.0,83.0,7099.0,364.0,-8668.4,0
266000.0,23998.0,85.0,8869.0,540.0,-12000.0,3
74704.0,12314.0,28.0,3631.0,250.0,-3960.7,3
6003.6,6486.6,10.0,341.0,86.0,-2014.4,0
39221.0,9446.7,53.0,1873.0,209.0,-5247.0,0
44486.0,11193.0,23.0,2121.0,228.0,-5874.2,0
13532.0,9930.6,13.0,690.0,135.0,-5312.4,0
50763.0,10153.0,70.0,2191.0,225.0,-4141.6,2
11204.0,6057.2,24.0,763.0,102.0,-1862.5,4
4035.5,6980.8,72.0,249.0,102.0,-2353.4,4
25457.0,9406.5,32.0,1317.0,224.0,-3825.7,0
23021.0,8088.5,18.0,1356.0,146.0,-2303.5,0
205000.0,17396.0,128.0,6197.0,380.0,-7637.7,0
4205.5,4750.1,16.0,339.0,72.0,-1320.6,4
79757.0,13092.0,30.0,3540.0,271.0,-5130.3,4
143000.0,14360.0,163.0,6057.0,309.0,-6157.4,3
50103.0,8978.7,42.0,2600.0,188.0,649.42,4
473000.0,24761.0,59.0,15505.0,483.0,-14599.0,3
100000.0,12232.0,47.0,4430.0,278.0,-6058.6,0
116000.0,11572.0,45.0,4905.0,234.0,-4499.7,2
297000.0,19911.0,98.0,10389.0,460.0,-10275.0,0
51.49100000000001,2465.0,7.0,5.0,34.0,-732.6,1
10329.0,6561.2,18.0,690.0,110.0,-3138.9,3
161000.0,18762.0,85.0,6289.0,389.0,-9249.9,4
52354.0,9613.1,19.0,2599.0,189.0,-2150.6,5
47009.0,8722.5,23.0,2676.0,215.0,-4548.8,3
47986.0,12174.0,22.0,2187.0,215.0,-6380.3,3
87104.0,11254.0,17.0,3449.0,221.0,-3161.0,3
12131.0,8342.3,87.0,692.0,128.0,-2579.5,2
29971.0,12047.0,37.0,1520.0,193.0,-2370.9,4
410000.0,22402.0,52.0,14124.0,474.0,-5958.9,3
13979.0,7415.3,95.0,810.0,121.0,-2403.5,4
59.3,2491.6,92.0,5.0,33.0,-367.92,2
24373.0,9584.0,20.0,1310.0,178.0,-3803.7,0
35661.0,9876.8,122.0,1691.0,209.0,-4362.0,4
16290.0,7264.0,29.0,1017.0,138.0,-3626.6,0
27961.0,10420.0,26.0,1522.0,194.0,-2469.7,4
4231.0,5225.7,13.0,292.0,87.0,-1390.0,1
45493.0,12116.0,57.0,2060.0,272.0,-2632.5,5
207000.0,19690.0,54.0,6064.0,352.0,-11565.0,0
2847.4,5078.2,45.0,223.0,66.0,-1227.2,4
77140.0,13208.0,103.0,3465.0,320.0,-7049.4,5
38814.0,10942.0,40.0,1998.0,195.0,-2850.3,3
91551.0,14208.0,53.0,3884.0,254.0,-3390.7,4
39182.0,12261.0,32.0,1813.0,235.0,-4421.6,0
230000.0,17460.0,70.0,8351.0,449.0,-11111.0,0
25501.0,8557.8,32.0,1519.0,158.0,-3174.3,2
51954.0,13439.0,37.0,2464.0,234.0,-3470.2,3
412000.0,22442.0,63.0,14124.0,472.0,-7721.7,4
4513.7,5201.1,16.0,291.0,88.0,-727.27,2
263000.0,23779.0,83.0,8871.0,539.0,-14699.0,3
312000.0,20229.0,62.0,10535.0,514.0,-13251.0,0
1399.6,4453.7,8.0,101.0,61.0,-1111.4,0
280000.0,24025.0,66.0,8871.0,540.0,-13500.0,3
1937.1,4838.6,15.0,167.0,64.0,-934.55,4
85912.0,11209.0,18.0,3449.0,220.0,-3660.5,3
161000.0,18132.0,83.0,6290.0,388.0,-10100.0,4
12798.0,7082.3,17.0,807.0,133.0,-2850.9,4
1453.7,4126.1,40.0,133.0,53.0,-850.35,2
27178.0,10854.0,37.0,1470.0,214.0,-2268.6,3
29650.0,9509.8,34.0,1625.0,178.0,-3391.3,5
17488.0,9680.2,94.0,937.0,159.0,-3214.1,0
143000.0,13341.0,32.0,5829.0,259.0,-7119.7,0
165000.0,17528.0,65.0,6743.0,353.0,-7226.3,4
91846.0,13619.0,100.0,4252.0,314.0,-9962.0,0
4671.2,5850.3,45.0,345.0,96.0,-2029.8,0
165000.0,17521.0,68.0,6745.0,351.0,-7385.5,2
4692.7,8207.6,32.0,272.0,130.0,-2647.0,5
549000.0,28171.0,172.0,15013.0,614.0,-14501.0,0
72613.0,13225.0,38.0,2259.0,253.0,-7053.1,0
29620.0,9103.7,30.0,1414.0,167.0,-2058.5,4
515000.0,21812.0,142.0,18068.0,539.0,-11835.0,4
448000.0,18096.0,67.0,15861.0,456.0,-11462.0,0
52.736999999999995,2568.6,7.0,5.0,32.0,-547.39,1
59075.0,16747.0,90.0,2329.0,354.0,-11599.0,0
4753.6,5861.6,22.0,342.0,86.0,-1260.6,1
72176.0,15181.0,144.0,2397.0,279.0,-6459.0,0
92023.0,14972.0,66.0,4069.0,334.0,-6596.4,0
7272.1,5962.8,48.0,544.0,92.0,-1647.2,3
102000.0,14194.0,34.0,4521.0,314.0,-6907.1,0
8846.4,8073.8,17.0,520.0,136.0,-3120.0,0
46563.0,13161.0,53.0,1582.0,235.0,-2228.6,2
38751.0,8868.1,41.0,2053.0,181.0,-3901.4,5
474000.0,24511.0,46.0,15506.0,484.0,-10698.0,3
13796.0,7098.6,95.0,809.0,119.0,-2433.7,3
38820.0,9488.7,12.0,1884.0,197.0,-2278.9,5
12295.0,7371.9,17.0,803.0,136.0,-2754.0,0
19495.0,7904.3,54.0,1162.0,151.0,-3632.3,0
4296.4,5954.8,120.0,317.0,87.0,-1375.0,3
90833.0,12355.0,64.0,3884.0,255.0,-5739.9,3
43812.0,10074.0,97.0,2180.0,158.0,-3026.1,3
62438.0,10984.0,41.0,3058.0,244.0,-5738.9,0
90584.0,15072.0,17.0,3296.0,258.0,-5689.7,0
80387.0,15317.0,75.0,3465.0,320.0,-6956.6,5
86033.0,11017.0,28.0,3451.0,221.0,-3810.7,4
32506.0,8990.7,42.0,1691.0,194.0,-5134.6,0
6443.8,6970.5,12.0,396.0,118.0,-2230.6,5
4305.7,6342.0,13.0,205.0,87.0,-2770.0,2
26567.0,9167.9,25.0,1363.0,155.0,-2539.3,3
30253.0,9864.7,120.0,1747.0,170.0,-3116.8,5
11451.0,7335.0,36.0,730.0,122.0,-3472.6,0
2040.6,3721.4,8.0,160.0,44.0,-586.77,5
49791.0,12695.0,53.0,2258.0,288.0,-6626.2,0
3409.4,5148.7,48.0,131.0,50.0,-788.39,1
85193.0,11061.0,20.0,3449.0,219.0,-2959.4,3
28729.0,8841.6,32.0,1626.0,180.0,-3418.7,4
25649.0,8397.5,25.0,1365.0,156.0,-1868.6,2
121000.0,15673.0,60.0,4427.0,270.0,-5380.1,4
7351.7,6010.9,50.0,544.0,94.0,-1622.6,2
10554.0,6877.7,13.0,688.0,110.0,-3120.9,4
9211.3,7656.9,25.0,555.0,138.0,-2833.8,2
30464.0,9442.8,119.0,1747.0,172.0,-3249.1,5
11235.0,6171.3,18.0,764.0,103.0,-1830.2,4
25457.0,7678.6,44.0,1621.0,143.0,-3901.5,0
90608.0,13060.0,56.0,3886.0,253.0,-6099.5,3
141000.0,13807.0,50.0,5845.0,314.0,-4711.0,3
49952.0,12955.0,37.0,2464.0,235.0,-4810.4,3
87068.0,13565.0,49.0,4244.0,293.0,-6351.5,0
14102.0,8353.4,23.0,696.0,153.0,-4043.5,0
18380.0,8863.2,61.0,1019.0,165.0,-4781.2,0
37055.0,12190.0,27.0,1575.0,201.0,-3706.4,0
8172.7,7526.6,19.0,454.0,112.0,-1829.4,4
4067.9,6889.4,71.0,248.0,102.0,-2236.7,4
133000.0,13496.0,217.0,5529.0,302.0,-7927.6,0
51.762,2604.0,7.0,6.0,33.0,-580.31,1
144000.0,14374.0,158.0,6057.0,307.0,-6115.0,4
37436.0,11250.0,33.0,1415.0,166.0,-2149.8,3
147000.0,17610.0,112.0,5848.0,361.0,-7209.6,5
34577.0,10508.0,166.0,1696.0,197.0,-4823.8,0
32445.0,9768.7,88.0,1923.0,177.0,-3483.5,4
5404.6,6284.0,7.0,292.0,78.0,-2818.8,2
5306.0,6781.8,53.0,345.0,108.0,-2143.7,3
12343.0,7998.3,94.0,620.0,136.0,-3022.6,3
4957.9,6530.4,53.0,319.0,107.0,-1926.7,3
39670.0,9703.0,19.0,1885.0,197.0,-2700.4,3
128000.0,14832.0,49.0,5426.0,321.0,-7076.1,0
122000.0,15818.0,89.0,4819.0,335.0,-6225.9,0
52742.0,12066.0,34.0,2191.0,223.0,-3949.3,3
17210.0,9261.4,36.0,931.0,183.0,-4187.2,2
49.592,2548.7,6.0,4.0,33.0,-397.71,1
5779.1,7345.2,15.0,291.0,78.0,-2172.6,2
42393.0,14163.0,57.0,1582.0,233.0,-1748.5,4
46648.0,12974.0,66.0,2062.0,274.0,-5853.1,4
9227.9,7041.5,16.0,553.0,138.0,-3170.5,3
117000.0,15600.0,52.0,4426.0,272.0,-5441.0,3
90601.0,12301.0,51.0,3884.0,253.0,-4362.6,4
51139.0,12817.0,28.0,2463.0,234.0,-5710.6,2
80078.0,12837.0,61.0,3540.0,271.0,-6382.1,3
51662.0,14125.0,40.0,2464.0,234.0,-3800.7,3
73500.0,12168.0,27.0,3631.0,249.0,-4438.2,1
115000.0,11383.0,34.0,4905.0,235.0,-4611.4,2
11195.0,6083.1,25.0,763.0,103.0,-1893.7,4
31371.0,11094.0,27.0,1026.0,208.0,-3698.9,0
5304.1,6912.6,55.0,345.0,106.0,-2123.7,3
18590.0,9641.7,17.0,977.0,190.0,-4291.8,0
164000.0,17569.0,74.0,6744.0,352.0,-7341.5,2
30437.0,8236.7,38.0,1513.0,132.0,-2005.3,4
265000.0,24269.0,72.0,8871.0,541.0,-12401.0,3
1454.8,3763.2,42.0,132.0,52.0,-1004.7,2
26718.0,9268.4,45.0,1414.0,173.0,-3418.6,4
261000.0,20437.0,65.0,8865.0,458.0,-12173.0,0
9273.8,8152.9,32.0,553.0,137.0,-2797.6,2
3685.4,4006.1,16.0,295.0,64.0,-2365.4,0
10227.0,6503.7,27.0,690.0,109.0,-1840.2,3
265000.0,18711.0,66.0,9682.0,435.0,-8981.2,0
482000.0,26001.0,89.0,15504.0,483.0,-12101.0,4
10494.0,6658.7,17.0,689.0,109.0,-3221.0,3
51735.0,14396.0,35.0,2463.0,233.0,-2451.0,3
17432.0,9648.6,35.0,932.0,183.0,-4054.4,1
12823.0,7875.9,15.0,805.0,132.0,-2705.5,4
11913.0,8057.7,82.0,693.0,127.0,-2459.5,4
77855.0,13403.0,31.0,3210.0,261.0,-5474.9,4
70404.0,12061.0,42.0,3211.0,263.0,-5760.8,5
25740.0,9352.7,24.0,1416.0,175.0,-3165.4,3
4005.1,5309.5,124.0,319.0,89.0,-1553.8,3
105000.0,14345.0,134.0,4518.0,270.0,-4988.5,0
20843.0,9022.2,22.0,1160.0,159.0,-4101.1,0
53096.0,13054.0,82.0,2193.0,224.0,-1930.8,3
5242.5,6981.3,7.0,291.0,78.0,-1489.1,2
45171.0,13030.0,151.0,1939.0,278.0,-5676.0,5
11044.0,5779.4,17.0,765.0,103.0,-1929.9,4
412000.0,22432.0,58.0,14125.0,474.0,-7690.4,2
61186.0,12047.0,37.0,2753.0,247.0,-5358.5,3
24452.0,10975.0,15.0,1111.0,166.0,-894.04,3
13561.0,8673.4,18.0,728.0,147.0,-2901.0,3
5371.6,7243.5,16.0,291.0,78.0,-1570.0,2
61473.0,13580.0,56.0,2821.0,224.0,-2539.2,5
7123.0,5600.6,55.0,546.0,94.0,-1654.9,3
54942.0,10397.0,46.0,2596.0,212.0,-5355.1,0
34358.0,9995.6,132.0,1690.0,207.0,-4527.3,4
240000.0,18918.0,68.0,8998.0,442.0,-9213.7,0
9533.9,7981.6,93.0,489.0,129.0,-2893.3,2
1245.1,4189.8,35.0,101.0,50.0,-924.53,5
14242.0,6640.2,82.0,809.0,119.0,-2533.9,4
28281.0,10132.0,25.0,1413.0,167.0,-2539.3,4
12859.0,7842.5,16.0,806.0,133.0,-2806.3,4
59509.0,14323.0,162.0,2611.0,306.0,-6785.5,2
30072.0,10556.0,29.0,1578.0,184.0,-4388.1,0
4738.7,8126.1,26.0,272.0,132.0,-1833.0,5
4223.0,6342.8,64.0,271.0,100.0,-1931.4,5
5402.0,7103.1,12.0,293.0,80.0,-2070.8,2
5255.7,7697.9,23.0,206.0,87.0,-2500.4,3
68803.0,11408.0,147.0,3374.0,247.0,-5203.3,1
140000.0,19196.0,28.0,2611.0,274.0,-10685.0,0
21718.0,8224.3,78.0,1257.0,158.0,-2917.4,0
160000.0,18468.0,88.0,6290.0,387.0,-9179.4,3
85168.0,11123.0,17.0,3451.0,221.0,-3070.1,3
194000.0,15659.0,58.0,7458.0,389.0,-9782.7,4
118000.0,16134.0,60.0,4426.0,270.0,-4210.5,2
116000.0,15364.0,55.0,4426.0,271.0,-3861.6,2
9599.8,8306.4,100.0,491.0,130.0,-2879.3,2
469000.0,21858.0,100.0,12979.0,443.0,-10019.0,0
42268.0,10626.0,23.0,2060.0,224.0,-4607.9,0
41397.0,9734.8,101.0,2182.0,160.0,-3051.2,5
110000.0,14484.0,49.0,4619.0,323.0,-7260.5,4
22247.0,9978.6,25.0,1211.0,183.0,-1758.4,4
27506.0,9767.3,97.0,1404.0,159.0,-2854.9,4
363000.0,14925.0,57.0,12323.0,372.0,-8156.4,0
12376.0,8951.2,92.0,619.0,137.0,-2679.1,3
2013.1,4164.6,7.0,167.0,64.0,-1086.5,3
39977.0,9528.3,13.0,2057.0,183.0,-5566.0,0
202000.0,19265.0,50.0,7460.0,391.0,-6721.6,4
219000.0,17333.0,113.0,8089.0,422.0,-11327.0,0
8039.1,7410.4,30.0,549.0,149.0,-3438.2,4
131000.0,14414.0,67.0,5735.0,328.0,-7883.9,0
140000.0,13614.0,81.0,5843.0,315.0,-2677.8,4
145000.0,15502.0,170.0,6058.0,307.0,-5799.7,4
26960.0,9410.1,22.0,1413.0,167.0,-2130.4,3
4300.5,5366.2,21.0,343.0,85.0,-1870.7,2
68788.0,11365.0,148.0,3373.0,246.0,-5227.9,1
4036.7,6761.9,71.0,250.0,100.0,-2373.3,4
293000.0,19071.0,53.0,9271.0,400.0,-9358.7,0
352000.0,21841.0,96.0,12669.0,512.0,-9613.5,0
5437.7,7079.3,10.0,291.0,78.0,-2050.6,2
2622.2,4601.2,6.0,183.0,71.0,-1441.6,0
291000.0,18977.0,62.0,9962.0,406.0,-10296.0,0
28558.0,10369.0,11.0,1027.0,133.0,-2553.6,0
227000.0,19817.0,253.0,8095.0,514.0,-15977.0,0
158000.0,16885.0,85.0,5538.0,355.0,-8069.4,0
14099.0,6935.0,81.0,810.0,121.0,-2451.2,3
52.177,2274.6,7.0,5.0,34.0,-243.91,2
9604.2,8269.9,30.0,553.0,139.0,-2873.7,4
3396.7,4533.0,42.0,242.0,61.0,-1072.7,0
59.107,2244.1,9.0,5.0,33.0,-738.93,4
11115.0,7294.4,29.0,454.0,104.0,-1500.6,0
279000.0,22632.0,76.0,9275.0,467.0,-9805.4,5
